net.neoforged.api.distmarker.Dist net.minecraftforge.api.distmarker.Dist
net.neoforged.neoforge.common.NeoForgeConfigSpec$DoubleValue net.minecraftforge.common.ForgeConfigSpec$DoubleValue
net.neoforged.neoforge.common.NeoForgeConfigSpec$EnumValue net.minecraftforge.common.ForgeConfigSpec$EnumValue
net.neoforged.neoforge.common.NeoForgeConfigSpec$IntValue net.minecraftforge.common.ForgeConfigSpec$IntValue
net.neoforged.neoforge.common.NeoForgeConfigSpec$LongValue net.minecraftforge.common.ForgeConfigSpec$LongValue
net.neoforged.neoforge.common.NeoForgeConfigSpec$Range net.minecraftforge.common.ForgeConfigSpec$Range
net.neoforged.neoforge.common.NeoForgeConfigSpec$ValueSpec net.minecraftforge.common.ForgeConfigSpec$ValueSpec
net.neoforged.neoforge.common.NeoForgeConfigSpec net.minecraftforge.common.ForgeConfigSpec
net.neoforged.neoforge.common.CommonHooks$1 net.minecraftforge.common.ForgeHooks$1
net.neoforged.neoforge.common.CommonHooks$2 net.minecraftforge.common.ForgeHooks$2
net.neoforged.neoforge.common.CommonHooks$BiomeCallbackFunction net.minecraftforge.common.ForgeHooks$BiomeCallbackFunction
net.neoforged.neoforge.common.CommonHooks$LootTableContext net.minecraftforge.common.ForgeHooks$LootTableContext
net.neoforged.neoforge.common.CommonHooks net.minecraftforge.common.ForgeHooks
net.neoforged.neoforge.common.I18nExtension$CustomReadOnlyFormat net.minecraftforge.common.ForgeI18n$CustomReadOnlyFormat
net.neoforged.neoforge.common.I18nExtension net.minecraftforge.common.ForgeI18n
net.neoforged.neoforge.common.ForgeInternalHandler net.minecraftforge.common.ForgeInternalHandler
net.neoforged.neoforge.common.NeoForgeMod$1 net.minecraftforge.common.ForgeMod$1
net.neoforged.neoforge.common.NeoForgeMod$2$1 net.minecraftforge.common.ForgeMod$2$1
net.neoforged.neoforge.common.NeoForgeMod$2 net.minecraftforge.common.ForgeMod$2
net.neoforged.neoforge.common.NeoForgeMod$3$1 net.minecraftforge.common.ForgeMod$3$1
net.neoforged.neoforge.common.NeoForgeMod$3 net.minecraftforge.common.ForgeMod$3
net.neoforged.neoforge.common.NeoForgeMod$4$1 net.minecraftforge.common.ForgeMod$4$1
net.neoforged.neoforge.common.NeoForgeMod$4 net.minecraftforge.common.ForgeMod$4
net.neoforged.neoforge.common.NeoForgeMod net.minecraftforge.common.ForgeMod
net.neoforged.neoforge.common.DeferredSpawnEggItem$ColorRegisterHandler net.minecraftforge.common.ForgeSpawnEggItem$ColorRegisterHandler
net.neoforged.neoforge.common.DeferredSpawnEggItem$CommonHandler net.minecraftforge.common.ForgeSpawnEggItem$CommonHandler
net.neoforged.neoforge.common.DeferredSpawnEggItem net.minecraftforge.common.ForgeSpawnEggItem
net.neoforged.neoforge.common.ForgeStatesProvider net.minecraftforge.common.ForgeStatesProvider
net.neoforged.neoforge.common.SimpleTier net.minecraftforge.common.ForgeTier
net.neoforged.neoforge.common.IExtensibleEnum net.minecraftforge.common.IExtensibleEnum
net.neoforged.neoforge.common.IShearable net.minecraftforge.common.IForgeShearable
net.neoforged.neoforge.common.IMinecartCollisionHandler net.minecraftforge.common.IMinecartCollisionHandler
net.neoforged.neoforge.common.IPlantable net.minecraftforge.common.IPlantable
net.neoforged.neoforge.common.LenientUnboundedMapCodec net.minecraftforge.common.LenientUnboundedMapCodec
net.neoforged.neoforge.common.NeoForge net.minecraftforge.common.MinecraftForge
net.neoforged.neoforge.common.PlantType net.minecraftforge.common.PlantType
net.neoforged.neoforge.common.SoundAction net.minecraftforge.common.SoundAction
net.neoforged.neoforge.common.SoundActions net.minecraftforge.common.SoundActions
net.neoforged.neoforge.common.Tags$Biomes net.minecraftforge.common.Tags$Biomes
net.neoforged.neoforge.common.Tags$Blocks net.minecraftforge.common.Tags$Blocks
net.neoforged.neoforge.common.Tags$EntityTypes net.minecraftforge.common.Tags$EntityTypes
net.neoforged.neoforge.common.Tags$Fluids net.minecraftforge.common.Tags$Fluids
net.neoforged.neoforge.common.Tags$Items net.minecraftforge.common.Tags$Items
net.neoforged.neoforge.common.Tags net.minecraftforge.common.Tags
net.neoforged.neoforge.common.TierSortingRegistry$1 net.minecraftforge.common.TierSortingRegistry$1
net.neoforged.neoforge.common.TierSortingRegistry$ClientEvents net.minecraftforge.common.TierSortingRegistry$ClientEvents
net.neoforged.neoforge.common.TierSortingRegistry$SyncPacket net.minecraftforge.common.TierSortingRegistry$SyncPacket
net.neoforged.neoforge.common.TierSortingRegistry net.minecraftforge.common.TierSortingRegistry
net.neoforged.neoforge.common.ToolAction net.minecraftforge.common.ToolAction
net.neoforged.neoforge.common.ToolActions net.minecraftforge.common.ToolActions
net.neoforged.neoforge.common.UsernameCache$1 net.minecraftforge.common.UsernameCache$1
net.neoforged.neoforge.common.UsernameCache$SaveThread net.minecraftforge.common.UsernameCache$SaveThread
net.neoforged.neoforge.common.UsernameCache net.minecraftforge.common.UsernameCache
net.neoforged.neoforge.common.VillagerTradingManager net.minecraftforge.common.VillagerTradingManager
net.neoforged.neoforge.common.WorldWorkerManager$IWorker net.minecraftforge.common.WorldWorkerManager$IWorker
net.neoforged.neoforge.common.WorldWorkerManager net.minecraftforge.common.WorldWorkerManager
net.neoforged.neoforge.common.brewing.BrewingRecipe net.minecraftforge.common.brewing.BrewingRecipe
net.neoforged.neoforge.common.brewing.BrewingRecipeRegistry net.minecraftforge.common.brewing.BrewingRecipeRegistry
net.neoforged.neoforge.common.brewing.IBrewingRecipe net.minecraftforge.common.brewing.IBrewingRecipe
net.neoforged.neoforge.common.brewing.VanillaBrewingRecipe net.minecraftforge.common.brewing.VanillaBrewingRecipe
net.neoforged.neoforge.common.brewing.package-info net.minecraftforge.common.brewing.package-info
net.neoforged.neoforge.common.capabilities.AutoRegisterCapability net.minecraftforge.common.capabilities.AutoRegisterCapability
net.neoforged.neoforge.common.capabilities.Capability net.minecraftforge.common.capabilities.Capability
net.neoforged.neoforge.common.capabilities.CapabilityDispatcher net.minecraftforge.common.capabilities.CapabilityDispatcher
net.neoforged.neoforge.common.capabilities.CapabilityManager net.minecraftforge.common.capabilities.CapabilityManager
net.neoforged.neoforge.common.capabilities.CapabilityProvider$AsField net.minecraftforge.common.capabilities.CapabilityProvider$AsField
net.neoforged.neoforge.common.capabilities.CapabilityProvider net.minecraftforge.common.capabilities.CapabilityProvider
net.neoforged.neoforge.common.capabilities.CapabilityToken net.minecraftforge.common.capabilities.CapabilityToken
net.neoforged.neoforge.common.capabilities.Capabilities$1 net.minecraftforge.common.capabilities.ForgeCapabilities$1
net.neoforged.neoforge.common.capabilities.Capabilities$2 net.minecraftforge.common.capabilities.ForgeCapabilities$2
net.neoforged.neoforge.common.capabilities.Capabilities$3 net.minecraftforge.common.capabilities.ForgeCapabilities$3
net.neoforged.neoforge.common.capabilities.Capabilities$4 net.minecraftforge.common.capabilities.ForgeCapabilities$4
net.neoforged.neoforge.common.capabilities.Capabilities net.minecraftforge.common.capabilities.ForgeCapabilities
net.neoforged.neoforge.common.capabilities.ICapabilityProvider net.minecraftforge.common.capabilities.ICapabilityProvider
net.neoforged.neoforge.common.capabilities.ICapabilityProviderImpl net.minecraftforge.common.capabilities.ICapabilityProviderImpl
net.neoforged.neoforge.common.capabilities.ICapabilitySerializable net.minecraftforge.common.capabilities.ICapabilitySerializable
net.neoforged.neoforge.common.capabilities.RegisterCapabilitiesEvent net.minecraftforge.common.capabilities.RegisterCapabilitiesEvent
net.neoforged.neoforge.common.command.EntitySelectorManager net.minecraftforge.common.command.EntitySelectorManager
net.neoforged.neoforge.common.command.IEntitySelectorType net.minecraftforge.common.command.IEntitySelectorType
net.neoforged.neoforge.common.crafting.AbstractIngredient net.minecraftforge.common.crafting.AbstractIngredient
net.neoforged.neoforge.common.crafting.CompoundIngredient$Serializer net.minecraftforge.common.crafting.CompoundIngredient$Serializer
net.neoforged.neoforge.common.crafting.CompoundIngredient net.minecraftforge.common.crafting.CompoundIngredient
net.neoforged.neoforge.common.crafting.ConditionalAdvancement$Builder net.minecraftforge.common.crafting.ConditionalAdvancement$Builder
net.neoforged.neoforge.common.crafting.ConditionalAdvancement net.minecraftforge.common.crafting.ConditionalAdvancement
net.neoforged.neoforge.common.crafting.ConditionalRecipe$Builder net.minecraftforge.common.crafting.ConditionalRecipe$Builder
net.neoforged.neoforge.common.crafting.ConditionalRecipe$Finished net.minecraftforge.common.crafting.ConditionalRecipe$Finished
net.neoforged.neoforge.common.crafting.ConditionalRecipe$Serializer net.minecraftforge.common.crafting.ConditionalRecipe$Serializer
net.neoforged.neoforge.common.crafting.ConditionalRecipe net.minecraftforge.common.crafting.ConditionalRecipe
net.neoforged.neoforge.common.crafting.CraftingHelper net.minecraftforge.common.crafting.CraftingHelper
net.neoforged.neoforge.common.crafting.DifferenceIngredient$Serializer net.minecraftforge.common.crafting.DifferenceIngredient$Serializer
net.neoforged.neoforge.common.crafting.DifferenceIngredient net.minecraftforge.common.crafting.DifferenceIngredient
net.neoforged.neoforge.common.crafting.IIngredientSerializer net.minecraftforge.common.crafting.IIngredientSerializer
net.neoforged.neoforge.common.crafting.IRecipeContainer net.minecraftforge.common.crafting.IRecipeContainer
net.neoforged.neoforge.common.crafting.IShapedRecipe net.minecraftforge.common.crafting.IShapedRecipe
net.neoforged.neoforge.common.crafting.IntersectionIngredient$Serializer net.minecraftforge.common.crafting.IntersectionIngredient$Serializer
net.neoforged.neoforge.common.crafting.IntersectionIngredient net.minecraftforge.common.crafting.IntersectionIngredient
net.neoforged.neoforge.common.crafting.MultiItemValue net.minecraftforge.common.crafting.MultiItemValue
net.neoforged.neoforge.common.crafting.PartialNBTIngredient$Serializer net.minecraftforge.common.crafting.PartialNBTIngredient$Serializer
net.neoforged.neoforge.common.crafting.PartialNBTIngredient net.minecraftforge.common.crafting.PartialNBTIngredient
net.neoforged.neoforge.common.crafting.StrictNBTIngredient$Serializer net.minecraftforge.common.crafting.StrictNBTIngredient$Serializer
net.neoforged.neoforge.common.crafting.StrictNBTIngredient net.minecraftforge.common.crafting.StrictNBTIngredient
net.neoforged.neoforge.common.crafting.VanillaIngredientSerializer net.minecraftforge.common.crafting.VanillaIngredientSerializer
net.neoforged.neoforge.common.crafting.conditions.AndCondition$Serializer net.minecraftforge.common.crafting.conditions.AndCondition$Serializer
net.neoforged.neoforge.common.crafting.conditions.AndCondition net.minecraftforge.common.crafting.conditions.AndCondition
net.neoforged.neoforge.common.crafting.conditions.ConditionContext net.minecraftforge.common.crafting.conditions.ConditionContext
net.neoforged.neoforge.common.crafting.conditions.FalseCondition$Serializer net.minecraftforge.common.crafting.conditions.FalseCondition$Serializer
net.neoforged.neoforge.common.crafting.conditions.FalseCondition net.minecraftforge.common.crafting.conditions.FalseCondition
net.neoforged.neoforge.common.crafting.conditions.ICondition$IContext$1 net.minecraftforge.common.crafting.conditions.ICondition$IContext$1
net.neoforged.neoforge.common.crafting.conditions.ICondition$IContext$2 net.minecraftforge.common.crafting.conditions.ICondition$IContext$2
net.neoforged.neoforge.common.crafting.conditions.ICondition$IContext net.minecraftforge.common.crafting.conditions.ICondition$IContext
net.neoforged.neoforge.common.crafting.conditions.ICondition net.minecraftforge.common.crafting.conditions.ICondition
net.neoforged.neoforge.common.crafting.conditions.IConditionBuilder net.minecraftforge.common.crafting.conditions.IConditionBuilder
net.neoforged.neoforge.common.crafting.conditions.IConditionSerializer net.minecraftforge.common.crafting.conditions.IConditionSerializer
net.neoforged.neoforge.common.crafting.conditions.ItemExistsCondition$Serializer net.minecraftforge.common.crafting.conditions.ItemExistsCondition$Serializer
net.neoforged.neoforge.common.crafting.conditions.ItemExistsCondition net.minecraftforge.common.crafting.conditions.ItemExistsCondition
net.neoforged.neoforge.common.crafting.conditions.ModLoadedCondition$Serializer net.minecraftforge.common.crafting.conditions.ModLoadedCondition$Serializer
net.neoforged.neoforge.common.crafting.conditions.ModLoadedCondition net.minecraftforge.common.crafting.conditions.ModLoadedCondition
net.neoforged.neoforge.common.crafting.conditions.NotCondition$Serializer net.minecraftforge.common.crafting.conditions.NotCondition$Serializer
net.neoforged.neoforge.common.crafting.conditions.NotCondition net.minecraftforge.common.crafting.conditions.NotCondition
net.neoforged.neoforge.common.crafting.conditions.OrCondition$Serializer net.minecraftforge.common.crafting.conditions.OrCondition$Serializer
net.neoforged.neoforge.common.crafting.conditions.OrCondition net.minecraftforge.common.crafting.conditions.OrCondition
net.neoforged.neoforge.common.crafting.conditions.TagEmptyCondition$Serializer net.minecraftforge.common.crafting.conditions.TagEmptyCondition$Serializer
net.neoforged.neoforge.common.crafting.conditions.TagEmptyCondition net.minecraftforge.common.crafting.conditions.TagEmptyCondition
net.neoforged.neoforge.common.crafting.conditions.TrueCondition$Serializer net.minecraftforge.common.crafting.conditions.TrueCondition$Serializer
net.neoforged.neoforge.common.crafting.conditions.TrueCondition net.minecraftforge.common.crafting.conditions.TrueCondition
net.neoforged.neoforge.common.crafting.package-info net.minecraftforge.common.crafting.package-info
net.neoforged.neoforge.common.data.BlockTagsProvider net.minecraftforge.common.data.BlockTagsProvider
net.neoforged.neoforge.common.data.DatapackBuiltinEntriesProvider net.minecraftforge.common.data.DatapackBuiltinEntriesProvider
net.neoforged.neoforge.common.data.ExistingFileHelper$IResourceType net.minecraftforge.common.data.ExistingFileHelper$IResourceType
net.neoforged.neoforge.common.data.ExistingFileHelper$ResourceType net.minecraftforge.common.data.ExistingFileHelper$ResourceType
net.neoforged.neoforge.common.data.ExistingFileHelper net.minecraftforge.common.data.ExistingFileHelper
net.neoforged.neoforge.common.data.ForgeAdvancementProvider$AdvancementGenerator net.minecraftforge.common.data.ForgeAdvancementProvider$AdvancementGenerator
net.neoforged.neoforge.common.data.ForgeAdvancementProvider net.minecraftforge.common.data.ForgeAdvancementProvider
net.neoforged.neoforge.common.data.ForgeBiomeTagsProvider net.minecraftforge.common.data.ForgeBiomeTagsProvider
net.neoforged.neoforge.common.data.ForgeBlockTagsProvider net.minecraftforge.common.data.ForgeBlockTagsProvider
net.neoforged.neoforge.common.data.ForgeEntityTypeTagsProvider net.minecraftforge.common.data.ForgeEntityTypeTagsProvider
net.neoforged.neoforge.common.data.ForgeFluidTagsProvider net.minecraftforge.common.data.ForgeFluidTagsProvider
net.neoforged.neoforge.common.data.ForgeItemTagsProvider net.minecraftforge.common.data.ForgeItemTagsProvider
net.neoforged.neoforge.common.data.ForgeLootTableProvider net.minecraftforge.common.data.ForgeLootTableProvider
net.neoforged.neoforge.common.data.ForgeRecipeProvider net.minecraftforge.common.data.ForgeRecipeProvider
net.neoforged.neoforge.common.data.ForgeSpriteSourceProvider net.minecraftforge.common.data.ForgeSpriteSourceProvider
net.neoforged.neoforge.common.data.GlobalLootModifierProvider net.minecraftforge.common.data.GlobalLootModifierProvider
net.neoforged.neoforge.common.data.JsonCodecProvider net.minecraftforge.common.data.JsonCodecProvider
net.neoforged.neoforge.common.data.LanguageProvider net.minecraftforge.common.data.LanguageProvider
net.neoforged.neoforge.common.data.ParticleDescriptionProvider$1 net.minecraftforge.common.data.ParticleDescriptionProvider$1
net.neoforged.neoforge.common.data.ParticleDescriptionProvider net.minecraftforge.common.data.ParticleDescriptionProvider
net.neoforged.neoforge.common.data.SoundDefinition$Sound net.minecraftforge.common.data.SoundDefinition$Sound
net.neoforged.neoforge.common.data.SoundDefinition$SoundType net.minecraftforge.common.data.SoundDefinition$SoundType
net.neoforged.neoforge.common.data.SoundDefinition net.minecraftforge.common.data.SoundDefinition
net.neoforged.neoforge.common.data.SoundDefinitionsProvider$1 net.minecraftforge.common.data.SoundDefinitionsProvider$1
net.neoforged.neoforge.common.data.SoundDefinitionsProvider net.minecraftforge.common.data.SoundDefinitionsProvider
net.neoforged.neoforge.common.data.SpriteSourceProvider$SourceList net.minecraftforge.common.data.SpriteSourceProvider$SourceList
net.neoforged.neoforge.common.data.SpriteSourceProvider net.minecraftforge.common.data.SpriteSourceProvider
net.neoforged.neoforge.common.data.VanillaSoundDefinitionsProvider net.minecraftforge.common.data.VanillaSoundDefinitionsProvider
net.neoforged.neoforge.common.data.package-info net.minecraftforge.common.data.package-info
net.neoforged.neoforge.common.extensions.IAbstractMinecartExtension net.minecraftforge.common.extensions.IForgeAbstractMinecart
net.neoforged.neoforge.common.extensions.IAdvancementBuilderExtension net.minecraftforge.common.extensions.IForgeAdvancementBuilder
net.neoforged.neoforge.common.extensions.IBaseRailBlockExtension net.minecraftforge.common.extensions.IForgeBaseRailBlock
net.neoforged.neoforge.common.extensions.IBlockExtension net.minecraftforge.common.extensions.IForgeBlock
net.neoforged.neoforge.common.extensions.IBlockExtensionEntity net.minecraftforge.common.extensions.IForgeBlockEntity
net.neoforged.neoforge.common.extensions.IBlockExtensionGetter net.minecraftforge.common.extensions.IForgeBlockGetter
net.neoforged.neoforge.common.extensions.IBlockExtensionState net.minecraftforge.common.extensions.IForgeBlockState
net.neoforged.neoforge.common.extensions.IBoatExtension net.minecraftforge.common.extensions.IForgeBoat
net.neoforged.neoforge.common.extensions.IBucketPickupExtension net.minecraftforge.common.extensions.IForgeBucketPickup
net.neoforged.neoforge.common.extensions.IBucketPickupExtension net.minecraftforge.common.extensions.IForgeCommandSourceStack
net.neoforged.neoforge.common.extensions.IDispensibleContainerItemExtension net.minecraftforge.common.extensions.IForgeDispensibleContainerItem
net.neoforged.neoforge.common.extensions.IEnchantmentExtension net.minecraftforge.common.extensions.IForgeEnchantment
net.neoforged.neoforge.common.extensions.IEntityExtension net.minecraftforge.common.extensions.IForgeEntity
net.neoforged.neoforge.common.extensions.IFluidExtension net.minecraftforge.common.extensions.IForgeFluid
net.neoforged.neoforge.common.extensions.IFluidExtensionState net.minecraftforge.common.extensions.IForgeFluidState
net.neoforged.neoforge.common.extensions.IFriendlyByteBufExtension net.minecraftforge.common.extensions.IForgeFriendlyByteBuf
net.neoforged.neoforge.common.extensions.IHolderSetExtension$SerializationType net.minecraftforge.common.extensions.IForgeHolderSet$SerializationType
net.neoforged.neoforge.common.extensions.IHolderSetExtension net.minecraftforge.common.extensions.IForgeHolderSet
net.neoforged.neoforge.common.extensions.IIntrinsicHolderTagAppenderExtension net.minecraftforge.common.extensions.IForgeIntrinsicHolderTagAppender
net.neoforged.neoforge.common.extensions.IItemExtension net.minecraftforge.common.extensions.IForgeItem
net.neoforged.neoforge.common.extensions.IItemExtensionStack net.minecraftforge.common.extensions.IForgeItemStack
net.neoforged.neoforge.common.extensions.ILevelExtension net.minecraftforge.common.extensions.IForgeLevel
net.neoforged.neoforge.common.extensions.ILevelExtensionChunk net.minecraftforge.common.extensions.IForgeLevelChunk
net.neoforged.neoforge.common.extensions.ILivingEntityExtension net.minecraftforge.common.extensions.IForgeLivingEntity
net.neoforged.neoforge.common.extensions.IMenuTypeExtension net.minecraftforge.common.extensions.IForgeMenuType
net.neoforged.neoforge.common.extensions.IMobEffectExtension net.minecraftforge.common.extensions.IForgeMobEffect
net.neoforged.neoforge.common.extensions.IMobEffectExtensionInstance net.minecraftforge.common.extensions.IForgeMobEffectInstance
net.neoforged.neoforge.common.extensions.IPackResourcesExtension net.minecraftforge.common.extensions.IForgePackResources
net.neoforged.neoforge.common.extensions.IPlayerExtension net.minecraftforge.common.extensions.IForgePlayer
net.neoforged.neoforge.common.extensions.IForgePotion net.minecraftforge.common.extensions.IForgePotion
net.neoforged.neoforge.common.extensions.ITagBuilderExtension net.minecraftforge.common.extensions.IForgeRawTagBuilder
net.neoforged.neoforge.common.extensions.IForgeRecipeSerializer net.minecraftforge.common.extensions.IForgeRecipeSerializer
net.neoforged.neoforge.common.extensions.ITagAppenderExtension net.minecraftforge.common.extensions.IForgeTagAppender
net.neoforged.neoforge.common.extensions.ITransformationExtension net.minecraftforge.common.extensions.IForgeTransformation
net.neoforged.neoforge.common.loot.CanToolPerformAction$Serializer net.minecraftforge.common.loot.CanToolPerformAction$Serializer
net.neoforged.neoforge.common.loot.CanToolPerformAction net.minecraftforge.common.loot.CanToolPerformAction
net.neoforged.neoforge.common.loot.IGlobalLootModifier net.minecraftforge.common.loot.IGlobalLootModifier
net.neoforged.neoforge.common.loot.LootModifier net.minecraftforge.common.loot.LootModifier
net.neoforged.neoforge.common.loot.LootModifierManager net.minecraftforge.common.loot.LootModifierManager
net.neoforged.neoforge.common.loot.LootTableIdCondition$Builder net.minecraftforge.common.loot.LootTableIdCondition$Builder
net.neoforged.neoforge.common.loot.LootTableIdCondition$Serializer net.minecraftforge.common.loot.LootTableIdCondition$Serializer
net.neoforged.neoforge.common.loot.LootTableIdCondition net.minecraftforge.common.loot.LootTableIdCondition
net.neoforged.neoforge.common.property.Properties net.minecraftforge.common.property.Properties
net.neoforged.neoforge.common.ticket.AABBTicket net.minecraftforge.common.ticket.AABBTicket
net.neoforged.neoforge.common.ticket.ChunkTicketManager net.minecraftforge.common.ticket.ChunkTicketManager
net.neoforged.neoforge.common.ticket.ITicketGetter net.minecraftforge.common.ticket.ITicketGetter
net.neoforged.neoforge.common.ticket.ITicketManager net.minecraftforge.common.ticket.ITicketManager
net.neoforged.neoforge.common.ticket.SimpleTicket net.minecraftforge.common.ticket.SimpleTicket
net.neoforged.neoforge.common.util.BlockSnapshot net.minecraftforge.common.util.BlockSnapshot
net.neoforged.neoforge.common.util.CenterChunkPosComparator net.minecraftforge.common.util.CenterChunkPosComparator
net.neoforged.neoforge.common.util.ConcatenatedListView net.minecraftforge.common.util.ConcatenatedListView
net.neoforged.neoforge.common.util.DummySavedData net.minecraftforge.common.util.DummySavedData
net.neoforged.neoforge.common.util.FakePlayer$FakePlayerNetHandler net.minecraftforge.common.util.FakePlayer$FakePlayerNetHandler
net.neoforged.neoforge.common.util.FakePlayer net.minecraftforge.common.util.FakePlayer
net.neoforged.neoforge.common.util.FakePlayerFactory$FakePlayerKey net.minecraftforge.common.util.FakePlayerFactory$FakePlayerKey
net.neoforged.neoforge.common.util.FakePlayerFactory net.minecraftforge.common.util.FakePlayerFactory
net.neoforged.neoforge.common.util.DeferredSoundType net.minecraftforge.common.util.ForgeSoundType
net.neoforged.neoforge.common.util.HexDumper$Instance net.minecraftforge.common.util.HexDumper$Instance
net.neoforged.neoforge.common.util.HexDumper net.minecraftforge.common.util.HexDumper
net.neoforged.neoforge.common.util.INBTSerializable net.minecraftforge.common.util.INBTSerializable
net.neoforged.neoforge.common.util.ITeleporter net.minecraftforge.common.util.ITeleporter
net.neoforged.neoforge.common.util.ItemStackMap net.minecraftforge.common.util.ItemStackMap
net.neoforged.neoforge.common.util.JsonUtils$1 net.minecraftforge.common.util.JsonUtils$1
net.neoforged.neoforge.common.util.JsonUtils$2 net.minecraftforge.common.util.JsonUtils$2
net.neoforged.neoforge.common.util.JsonUtils$3 net.minecraftforge.common.util.JsonUtils$3
net.neoforged.neoforge.common.util.JsonUtils$4 net.minecraftforge.common.util.JsonUtils$4
net.neoforged.neoforge.common.util.JsonUtils$ImmutableListTypeAdapter net.minecraftforge.common.util.JsonUtils$ImmutableListTypeAdapter
net.neoforged.neoforge.common.util.JsonUtils$ImmutableMapTypeAdapter net.minecraftforge.common.util.JsonUtils$ImmutableMapTypeAdapter
net.neoforged.neoforge.common.util.JsonUtils net.minecraftforge.common.util.JsonUtils
net.neoforged.neoforge.common.util.Lazy$Concurrent net.minecraftforge.common.util.Lazy$Concurrent
net.neoforged.neoforge.common.util.Lazy$Fast net.minecraftforge.common.util.Lazy$Fast
net.neoforged.neoforge.common.util.Lazy net.minecraftforge.common.util.Lazy
net.neoforged.neoforge.common.util.LazyOptional net.minecraftforge.common.util.LazyOptional
net.neoforged.neoforge.common.util.LevelCapabilityData net.minecraftforge.common.util.LevelCapabilityData
net.neoforged.neoforge.common.util.LogMessageAdapter net.minecraftforge.common.util.LogMessageAdapter
net.neoforged.neoforge.common.util.LogicalSidedProvider net.minecraftforge.common.util.LogicalSidedProvider
net.neoforged.neoforge.common.util.MavenVersionStringHelper net.minecraftforge.common.util.MavenVersionStringHelper
net.neoforged.neoforge.common.util.MutableHashedLinkedMap$1 net.minecraftforge.common.util.MutableHashedLinkedMap$1
net.neoforged.neoforge.common.util.MutableHashedLinkedMap$BasicStrategy net.minecraftforge.common.util.MutableHashedLinkedMap$BasicStrategy
net.neoforged.neoforge.common.util.MutableHashedLinkedMap$Entry net.minecraftforge.common.util.MutableHashedLinkedMap$Entry
net.neoforged.neoforge.common.util.MutableHashedLinkedMap$IdentityStrategy net.minecraftforge.common.util.MutableHashedLinkedMap$IdentityStrategy
net.neoforged.neoforge.common.util.MutableHashedLinkedMap$MergeFunction net.minecraftforge.common.util.MutableHashedLinkedMap$MergeFunction
net.neoforged.neoforge.common.util.MutableHashedLinkedMap net.minecraftforge.common.util.MutableHashedLinkedMap
net.neoforged.neoforge.common.util.NonNullConsumer net.minecraftforge.common.util.NonNullConsumer
net.neoforged.neoforge.common.util.NonNullFunction net.minecraftforge.common.util.NonNullFunction
net.neoforged.neoforge.common.util.NonNullLazy net.minecraftforge.common.util.NonNullLazy
net.neoforged.neoforge.common.util.NonNullPredicate net.minecraftforge.common.util.NonNullPredicate
net.neoforged.neoforge.common.util.NonNullSupplier net.minecraftforge.common.util.NonNullSupplier
net.neoforged.neoforge.common.util.RecipeMatcher net.minecraftforge.common.util.RecipeMatcher
net.neoforged.neoforge.common.util.Size2i net.minecraftforge.common.util.Size2i
net.neoforged.neoforge.common.util.SortedProperties net.minecraftforge.common.util.SortedProperties
net.neoforged.neoforge.common.util.TablePrinter$Header net.minecraftforge.common.util.TablePrinter$Header
net.neoforged.neoforge.common.util.TablePrinter net.minecraftforge.common.util.TablePrinter
net.neoforged.neoforge.common.util.TextTable$1 net.minecraftforge.common.util.TextTable$1
net.neoforged.neoforge.common.util.TextTable$Alignment net.minecraftforge.common.util.TextTable$Alignment
net.neoforged.neoforge.common.util.TextTable$Column net.minecraftforge.common.util.TextTable$Column
net.neoforged.neoforge.common.util.TextTable$Row net.minecraftforge.common.util.TextTable$Row
net.neoforged.neoforge.common.util.TextTable net.minecraftforge.common.util.TextTable
net.neoforged.neoforge.common.util.TransformationHelper$Deserializer net.minecraftforge.common.util.TransformationHelper$Deserializer
net.neoforged.neoforge.common.util.TransformationHelper$TransformOrigin net.minecraftforge.common.util.TransformationHelper$TransformOrigin
net.neoforged.neoforge.common.util.TransformationHelper net.minecraftforge.common.util.TransformationHelper
net.neoforged.neoforge.common.util.TriPredicate net.minecraftforge.common.util.TriPredicate
net.neoforged.neoforge.common.world.BiomeGenerationSettingsBuilder net.minecraftforge.common.world.BiomeGenerationSettingsBuilder
net.neoforged.neoforge.common.world.BiomeModifier$Phase net.minecraftforge.common.world.BiomeModifier$Phase
net.neoforged.neoforge.common.world.BiomeModifier net.minecraftforge.common.world.BiomeModifier
net.neoforged.neoforge.common.world.BiomeSpecialEffectsBuilder net.minecraftforge.common.world.BiomeSpecialEffectsBuilder
net.neoforged.neoforge.common.world.ClimateSettingsBuilder net.minecraftforge.common.world.ClimateSettingsBuilder
net.neoforged.neoforge.common.world.BiomeModifiers$AddFeaturesBiomeModifier net.minecraftforge.common.world.ForgeBiomeModifiers$AddFeaturesBiomeModifier
net.neoforged.neoforge.common.world.BiomeModifiers$AddSpawnsBiomeModifier net.minecraftforge.common.world.ForgeBiomeModifiers$AddSpawnsBiomeModifier
net.neoforged.neoforge.common.world.BiomeModifiers$RemoveFeaturesBiomeModifier net.minecraftforge.common.world.ForgeBiomeModifiers$RemoveFeaturesBiomeModifier
net.neoforged.neoforge.common.world.BiomeModifiers$RemoveSpawnsBiomeModifier net.minecraftforge.common.world.ForgeBiomeModifiers$RemoveSpawnsBiomeModifier
net.neoforged.neoforge.common.world.BiomeModifiers net.minecraftforge.common.world.ForgeBiomeModifiers
